X;Y;;;;;;;;;;;
-58,52928373;-34,61722968;;;;;;;;;;;
-58,49822149;-34,59746407;;;;;;;;;;;
-58,50355866;-34,6007672;;;;;;;;;;;
-58,51046117;-34,60503556;;;;;;;;;;;
-58,51427328;-34,60738273;;;;;;;;;;;
-58,52736351;-34,61573977;;;;;;;;;;;
-58,51172878;-34,60581585;;;;;;;;;;;
-58,51278273;-34,60646459;;;;;;;;;;;
-58,52626881;-34,61489033;;;;;;;;;;;
-58,4630304;-34,6152325;;;;;;;;;;;
-58,47549764;-34,62117863;;;;;;;;;;;
-58,46437336;-34,61572799;;;;;;;;;;;
-58,45944881;-34,61388495;;;;;;;;;;;
-58,47418945;-34,62049672;;;;;;;;;;;
-58,49022073;-34,62770193;;;;;;;;;;;
-58,48408441;-34,62518169;;;;;;;;;;;
-58,47038676;-34,61848994;;;;;;;;;;;
-58,46676306;-34,61675049;;;;;;;;;;;
-58,48538294;-34,62571499;;;;;;;;;;;
-58,47937564;-34,62319161;;;;;;;;;;;
-58,47162105;-34,61915452;;;;;;;;;;;
-58,44992133;-34,60940288;;;;;;;;;;;
-58,47780684;-34,62238348;;;;;;;;;;;
-58,4488944;-34,60884656;;;;;;;;;;;
-58,48073955;-34,62377854;;;;;;;;;;;
-58,45227947;-34,61068025;;;;;;;;;;;
-58,45475488;-34,61196328;;;;;;;;;;;
-58,46567758;-34,61628066;;;;;;;;;;;
-58,4913364;-34,6281726;;;;;;;;;;;
-58,48776542;-34,62669258;;;;;;;;;;;
-58,4767414;-34,62182937;;;;;;;;;;;
-58,46066779;-34,61434732;;;;;;;;;;;
-58,48660685;-34,62621688;;;;;;;;;;;
-58,45589706;-34,61245047;;;;;;;;;;;
-58,45351111;-34,61134938;;;;;;;;;;;
-58,45095552;-34,60996307;;;;;;;;;;;
-58,4817326;-34,62420579;;;;;;;;;;;
-58,48891183;-34,62716375;;;;;;;;;;;
-58,47293408;-34,61984746;;;;;;;;;;;
-58,46186523;-34,614796;;;;;;;;;;;
-58,51634015;-34,59497738;;;;;;;;;;;
-58,5216159;-34,59825515;;;;;;;;;;;
-58,5153977;-34,594396;;;;;;;;;;;
-58,50750275;-34,58949804;;;;;;;;;;;
-58,50617631;-34,58868195;;;;;;;;;;;
-58,50484684;-34,58788191;;;;;;;;;;;
-58,51713095;-34,59546519;;;;;;;;;;;
-58,51280715;-34,59279388;;;;;;;;;;;
-59,56646134;-35,52590285;;;;;;;;;;;
-59,56646133;-35,52590291;;;;;;;;;;;
-58,41724601;-34,61387245;;;;;;;;;;;
-58,42033651;-34,61461366;;;;;;;;;;;
-58,4186526;-34,61427593;;;;;;;;;;;
-58,42596974;-34,61490002;;;;;;;;;;;
-58,41622371;-34,61353501;;;;;;;;;;;
-58,42744161;-34,61497427;;;;;;;;;;;
-58,42305759;-34,61475797;;;;;;;;;;;
-58,41343773;-34,61261354;;;;;;;;;;;
-58,42456813;-34,61483085;;;;;;;;;;;
-58,41478635;-34,61305233;;;;;;;;;;;
-58,42163282;-34,61468108;;;;;;;;;;;
-58,41081426;-34,62033514;;;;;;;;;;;
-58,40098306;-34,61866627;;;;;;;;;;;
-58,38113668;-34,61765324;;;;;;;;;;;
-58,38113668;-34,61765324;;;;;;;;;;;
-58,41651187;-34,62097613;;;;;;;;;;;
-58,42779703;-34,62207347;;;;;;;;;;;
-58,40351562;-34,61883916;;;;;;;;;;;
-58,38151488;-34,61766011;;;;;;;;;;;
-58,42049928;-34,62127105;;;;;;;;;;;
-58,41942784;-34,62119243;;;;;;;;;;;
-58,40503781;-34,61915342;;;;;;;;;;;
-58,41806756;-34,62109151;;;;;;;;;;;
-58,40638983;-34,61943202;;;;;;;;;;;
-58,40925455;-34,62002235;;;;;;;;;;;
-58,42516526;-34,62169274;;;;;;;;;;;
-58,40778292;-34,61971908;;;;;;;;;;;
-58,40004217;-34,61860248;;;;;;;;;;;
-58,41509546;-34,62085945;;;;;;;;;;;
-58,42661683;-34,6219027;;;;;;;;;;;
-58,39751752;-34,61846128;;;;;;;;;;;
-58,39896584;-34,61853783;;;;;;;;;;;
-58,42221453;-34,6213927;;;;;;;;;;;
-58,3959928;-34,61838066;;;;;;;;;;;
-58,40224942;-34,61875473;;;;;;;;;;;
-58,41254623;-34,62064123;;;;;;;;;;;
-58,42372083;-34,62150629;;;;;;;;;;;
-58,41382583;-34,62075077;;;;;;;;;;;
-58,41827844;-34,65522746;;;;;;;;;;;
-58,4343081;-34,62586728;;;;;;;;;;;
-58,43230724;-34,63610239;;;;;;;;;;;
-58,43213235;-34,63693953;;;;;;;;;;;
-58,43302215;-34,63146907;;;;;;;;;;;
-58,43517536;-34,62127116;;;;;;;;;;;
-58,43550175;-34,62040637;;;;;;;;;;;
-58,43291289;-34,63249785;;;;;;;;;;;
-58,43255349;-34,63492427;;;;;;;;;;;
-58,43326423;-34,63042193;;;;;;;;;;;
-58,43448289;-34,62445822;;;;;;;;;;;
-58,43161244;-34,63942717;;;;;;;;;;;
-58,43351347;-34,62934374;;;;;;;;;;;
-58,51884785;-34,63304574;;;;;;;;;;;
-58,46154087;-34,60658307;;;;;;;;;;;
-58,46656111;-34,61061605;;;;;;;;;;;
-58,47706965;-34,61918314;;;;;;;;;;;
-58,46784832;-34,6113032;;;;;;;;;;;
-58,46270499;-34,60737246;;;;;;;;;;;
-58,49367032;-34,6287569;;;;;;;;;;;
-58,50049887;-34,63236357;;;;;;;;;;;
-58,47609605;-34,61810186;;;;;;;;;;;
-58,45847448;-34,60449134;;;;;;;;;;;
-58,49109466;-34,62701018;;;;;;;;;;;
-58,48472142;-34,62467446;;;;;;;;;;;
-58,49569821;-34,63010781;;;;;;;;;;;
-58,47308021;-34,61510738;;;;;;;;;;;
-58,47008121;-34,61247554;;;;;;;;;;;
-58,49485242;-34,62953446;;;;;;;;;;;
-58,49744307;-34,63087635;;;;;;;;;;;
-58,48592332;-34,62514298;;;;;;;;;;;
-58,48081713;-34,62204076;;;;;;;;;;;
-58,47405838;-34,61609238;;;;;;;;;;;
-58,50672794;-34,63434012;;;;;;;;;;;
-58,4560203;-34,60281802;;;;;;;;;;;
-58,47945127;-34,62068244;;;;;;;;;;;
-58,52820404;-34,63484151;;;;;;;;;;;
-58,45499274;-34,60212196;;;;;;;;;;;
-58,48188002;-34,62286829;;;;;;;;;;;
-58,45742303;-34,60376719;;;;;;;;;;;
-58,45951351;-34,6052085;;;;;;;;;;;
-58,52422916;-34,63445299;;;;;;;;;;;
-58,52691816;-34,63468211;;;;;;;;;;;
-58,46900402;-34,61189751;;;;;;;;;;;
-58,45403962;-34,60147287;;;;;;;;;;;
-58,49189796;-34,6275538;;;;;;;;;;;
-58,48847607;-34,62605418;;;;;;;;;;;
-58,47833054;-34,61984283;;;;;;;;;;;
-58,50838658;-34,63459847;;;;;;;;;;;
-58,47225278;-34,61382388;;;;;;;;;;;
-58,51391111;-34,63345692;;;;;;;;;;;
-58,52560234;-34,6345849;;;;;;;;;;;
-58,46394629;-34,60820747;;;;;;;;;;;
-58,48725158;-34,62561809;;;;;;;;;;;
-58,46051347;-34,60588536;;;;;;;;;;;
-58,49926995;-34,631509;;;;;;;;;;;
-58,50959606;-34,63471781;;;;;;;;;;;
-58,51262107;-34,63395999;;;;;;;;;;;
-58,48265384;-34,62347339;;;;;;;;;;;
-58,48975477;-34,62650159;;;;;;;;;;;
-58,47517327;-34,61702997;;;;;;;;;;;
-58,46536395;-34,60965226;;;;;;;;;;;
-58,50497482;-34,63389524;;;;;;;;;;;
-58,50186442;-34,63292484;;;;;;;;;;;
-58,45546218;-34,6293034;;;;;;;;;;;
-58,45287116;-34,62792361;;;;;;;;;;;
-58,43465903;-34,62304606;;;;;;;;;;;
-58,46717712;-34,63292391;;;;;;;;;;;
-58,45412347;-34,62890105;;;;;;;;;;;
-58,46848468;-34,63328576;;;;;;;;;;;
-58,43341653;-34,62291189;;;;;;;;;;;
-58,43850424;-34,62312838;;;;;;;;;;;
-58,4418787;-34,62284437;;;;;;;;;;;
-58,45760256;-34,62998064;;;;;;;;;;;
-58,46579153;-34,63249739;;;;;;;;;;;
-58,44084655;-34,6228989;;;;;;;;;;;
-58,43076076;-34,62254423;;;;;;;;;;;
-58,44362127;-34,62301748;;;;;;;;;;;
-58,45876205;-34,63034752;;;;;;;;;;;
-58,44653206;-34,6247223;;;;;;;;;;;
-58,45654284;-34,6296453;;;;;;;;;;;
-58,45097328;-34,62693441;;;;;;;;;;;
-58,46008521;-34,6307639;;;;;;;;;;;
-58,44911182;-34,62599398;;;;;;;;;;;
-58,46310507;-34,63167353;;;;;;;;;;;
-58,44788671;-34,6253901;;;;;;;;;;;
-58,43626359;-34,6232115;;;;;;;;;;;
-58,46173741;-34,63126091;;;;;;;;;;;
-58,51657403;-34,66147509;;;;;;;;;;;
-58,43773096;-34,62319815;;;;;;;;;;;
-58,42919937;-34,62229711;;;;;;;;;;;
-58,46444377;-34,63208586;;;;;;;;;;;
-58,44497865;-34,62381714;;;;;;;;;;;
-58,43215588;-34,62276502;;;;;;;;;;;
-58,40987135;-34,62988709;;;;;;;;;;;
-58,39990938;-34,62855942;;;;;;;;;;;
-58,41595796;-34,63137962;;;;;;;;;;;
-58,4054566;-34,62918324;;;;;;;;;;;
-58,4011037;-34,62869194;;;;;;;;;;;
-58,42553047;-34,63236396;;;;;;;;;;;
-58,41918902;-34,6317426;;;;;;;;;;;
-58,41778514;-34,63159398;;;;;;;;;;;
-58,40238849;-34,62883696;;;;;;;;;;;
-58,41656051;-34,6314619;;;;;;;;;;;
-58,40354559;-34,6289676;;;;;;;;;;;
-58,40836696;-34,62951466;;;;;;;;;;;
-58,42286578;-34,63210867;;;;;;;;;;;
-58,40651583;-34,62930276;;;;;;;;;;;
-58,398597;-34,62840465;;;;;;;;;;;
-58,41450607;-34,63102327;;;;;;;;;;;
-58,42421687;-34,63223812;;;;;;;;;;;
-58,39686867;-34,62809618;;;;;;;;;;;
-58,42049051;-34,63187757;;;;;;;;;;;
-58,41178165;-34,63035454;;;;;;;;;;;
-58,42161693;-34,63198747;;;;;;;;;;;
-58,41307379;-34,6306717;;;;;;;;;;;
-58,39970003;-34,633725;;;;;;;;;;;
-58,40280471;-34,62113271;;;;;;;;;;;
-58,40013033;-34,63265711;;;;;;;;;;;
-58,40320877;-34,61981332;;;;;;;;;;;
-58,40248167;-34,62243933;;;;;;;;;;;
-58,40086408;-34,63000965;;;;;;;;;;;
-58,40414129;-34,61704388;;;;;;;;;;;
-58,42195342;-34,64392509;;;;;;;;;;;
-58,42281627;-34,64282424;;;;;;;;;;;
-58,42717784;-34,62513375;;;;;;;;;;;
-58,42482857;-34,63486686;;;;;;;;;;;
-58,42473389;-34,6356628;;;;;;;;;;;
-58,42879472;-34,61718609;;;;;;;;;;;
-58,42645751;-34,62831512;;;;;;;;;;;
-58,42749319;-34,6236065;;;;;;;;;;;
-58,42598143;-34,6304507;;;;;;;;;;;
-58,42807047;-34,6206829;;;;;;;;;;;
-58,42831923;-34,61942429;;;;;;;;;;;
-58,4270423;-34,62573055;;;;;;;;;;;
-58,42855268;-34,61829385;;;;;;;;;;;
-58,42438761;-34,63677611;;;;;;;;;;;
-58,42404517;-34,63807298;;;;;;;;;;;
-58,47496179;-34,64523049;;;;;;;;;;;
-58,48628982;-34,63628155;;;;;;;;;;;
-58,44915367;-34,66554733;;;;;;;;;;;
-58,464807;-34,63838732;;;;;;;;;;;
-58,44401393;-34,65859223;;;;;;;;;;;
-58,46251932;-34,64234032;;;;;;;;;;;
-58,46522618;-34,63743343;;;;;;;;;;;
-58,43869987;-34,66281615;;;;;;;;;;;
-58,46572885;-34,63628186;;;;;;;;;;;
-58,4657985;-34,68040466;;;;;;;;;;;
-58,51233034;-34,64332266;;;;;;;;;;;
-58,49316999;-34,65967721;;;;;;;;;;;
-58,48151481;-34,66916801;;;;;;;;;;;
-58,52329365;-34,60613537;;;;;;;;;;;
-58,51597743;-34,59893075;;;;;;;;;;;
-58,5137613;-34,59919831;;;;;;;;;;;
-58,51074364;-34,59956206;;;;;;;;;;;
-58,47344567;-34,68394807;;;;;;;;;;;
-58,52068528;-34,64349796;;;;;;;;;;;
-58,52026503;-34,64636283;;;;;;;;;;;
-58,52054026;-34,64448627;;;;;;;;;;;
-58,52081386;-34,64262113;;;;;;;;;;;
-58,50431446;-34,62978648;;;;;;;;;;;
-58,51164972;-34,62427795;;;;;;;;;;;
-58,51390346;-34,62254547;;;;;;;;;;;
-58,5169481;-34,62021464;;;;;;;;;;;
-58,52426806;-34,61459937;;;;;;;;;;;
-58,50205084;-34,63145216;;;;;;;;;;;
-58,526535;-34,61298601;;;;;;;;;;;
-58,5231176;-34,61550812;;;;;;;;;;;
-58,50729207;-34,62759358;;;;;;;;;;;
-58,51275021;-34,62343335;;;;;;;;;;;
-58,51593574;-34,62098692;;;;;;;;;;;
-58,50936055;-34,62604759;;;;;;;;;;;
-58,51933914;-34,61839664;;;;;;;;;;;
-58,51773942;-34,61961336;;;;;;;;;;;
-58,50040413;-34,63273769;;;;;;;;;;;
-58,50630284;-34,62832338;;;;;;;;;;;
-58,52195593;-34,61638799;;;;;;;;;;;
-58,52101108;-34,61710915;;;;;;;;;;;
-58,42128171;-34,60995864;;;;;;;;;;;
-58,38078894;-34,61525812;;;;;;;;;;;
-58,38078894;-34,61525812;;;;;;;;;;;
-58,46185985;-34,65015636;;;;;;;;;;;
-58,45463662;-34,65082149;;;;;;;;;;;
-58,45937119;-34,65036997;;;;;;;;;;;
-58,46451841;-34,64991946;;;;;;;;;;;
-58,4844016;-34,60776782;;;;;;;;;;;
-58,48342809;-34,60886512;;;;;;;;;;;
-58,48618737;-34,60574599;;;;;;;;;;;
-58,47065937;-34,62842307;;;;;;;;;;;
-58,48898144;-34,60257469;;;;;;;;;;;
-58,47110425;-34,62742408;;;;;;;;;;;
-58,48062158;-34,61241658;;;;;;;;;;;
-58,47741679;-34,61644268;;;;;;;;;;;
-58,47211703;-34,62516455;;;;;;;;;;;
-58,48297868;-34,60945865;;;;;;;;;;;
-58,47301386;-34,62317017;;;;;;;;;;;
-58,47581533;-34,61845443;;;;;;;;;;;
-58,47902139;-34,61442697;;;;;;;;;;;
-58,48222093;-34,61040709;;;;;;;;;;;
-58,48515805;-34,60691423;;;;;;;;;;;
-58,4750156;-34,61945903;;;;;;;;;;;
-58,48817143;-34,60349409;;;;;;;;;;;
-58,47256315;-34,62417232;;;;;;;;;;;
-58,49090239;-34,60001021;;;;;;;;;;;
-58,47390459;-34,62118922;;;;;;;;;;;
-58,48975524;-34,60169218;;;;;;;;;;;
-58,47346166;-34,62217413;;;;;;;;;;;
-58,49150633;-34,59912464;;;;;;;;;;;
-58,47256315;-34,62417232;;;;;;;;;;;
-58,47822063;-34,61543292;;;;;;;;;;;
-58,48141999;-34,61141349;;;;;;;;;;;
-58,48703386;-34,60478518;;;;;;;;;;;
-58,49202821;-34,59835859;;;;;;;;;;;
-58,47661811;-34,61744602;;;;;;;;;;;
-58,47020929;-34,62943381;;;;;;;;;;;
-58,48193444;-34,65213862;;;;;;;;;;;
-58,48343552;-34,64949513;;;;;;;;;;;
-58,4804095;-34,65480013;;;;;;;;;;;
-58,48687994;-34,63784786;;;;;;;;;;;
-58,48727942;-34,63652467;;;;;;;;;;;
-58,48408001;-34,64815902;;;;;;;;;;;
-58,4826798;-34,65082963;;;;;;;;;;;
-58,41914025;-34,63053891;;;;;;;;;;;
-58,41776535;-34,63038368;;;;;;;;;;;
-58,41644362;-34,63023776;;;;;;;;;;;
-58,42311811;-34,63109536;;;;;;;;;;;
-58,4145313;-34,6298482;;;;;;;;;;;
-58,42443379;-34,63129698;;;;;;;;;;;
-58,42046317;-34,63069854;;;;;;;;;;;
-58,42182127;-34,63089661;;;;;;;;;;;
-58,45256941;-34,62854077;;;;;;;;;;;
-58,43281774;-34,62571896;;;;;;;;;;;
-58,44148433;-34,62655413;;;;;;;;;;;
-58,44102125;-34,6264968;;;;;;;;;;;
-58,43008544;-34,6254331;;;;;;;;;;;
-58,44324324;-34,62677894;;;;;;;;;;;
-58,44550381;-34,62718092;;;;;;;;;;;
-58,45039583;-34,62814443;;;;;;;;;;;
-58,44840945;-34,62777089;;;;;;;;;;;
-58,44703295;-34,62747304;;;;;;;;;;;
-58,43620041;-34,62598926;;;;;;;;;;;
-58,43767828;-34,62609078;;;;;;;;;;;
-58,42858555;-34,62527613;;;;;;;;;;;
-58,43141214;-34,6255719;;;;;;;;;;;
-58,4252949;-34,6501089;;;;;;;;;;;
-58,42102679;-34,64991179;;;;;;;;;;;
-58,46709976;-34,64602227;;;;;;;;;;;
-58,47408802;-34,65360374;;;;;;;;;;;
-58,48143293;-34,65955776;;;;;;;;;;;
-58,45366689;-34,63872407;;;;;;;;;;;
-58,45144162;-34,63746562;;;;;;;;;;;
-58,49892659;-34,67251277;;;;;;;;;;;
-58,4594238;-34,64231949;;;;;;;;;;;
-58,46794521;-34,6472283;;;;;;;;;;;
-58,45799772;-34,64165443;;;;;;;;;;;
-58,44948241;-34,63625942;;;;;;;;;;;
-58,47881713;-34,65784283;;;;;;;;;;;
-58,47081634;-34,65062051;;;;;;;;;;;
-58,48594428;-34,66244646;;;;;;;;;;;
-58,49791477;-34,67180749;;;;;;;;;;;
-58,47750832;-34,656722;;;;;;;;;;;
-58,46875481;-34,64838476;;;;;;;;;;;
-58,48713119;-34,66280187;;;;;;;;;;;
-58,48895125;-34,66334671;;;;;;;;;;;
-58,45253708;-34,63807319;;;;;;;;;;;
-58,49360723;-34,66796053;;;;;;;;;;;
-58,46383077;-34,6443683;;;;;;;;;;;
-58,48413067;-34,66129495;;;;;;;;;;;
-58,4755101;-34,6549003;;;;;;;;;;;
-58,49099876;-34,6652617;;;;;;;;;;;
-58,49007585;-34,66439859;;;;;;;;;;;
-58,45574435;-34,64050275;;;;;;;;;;;
-58,46600255;-34,64536785;;;;;;;;;;;
-58,49573651;-34,67006055;;;;;;;;;;;
-58,46486617;-34,64484484;;;;;;;;;;;
-58,45043955;-34,6368946;;;;;;;;;;;
-58,4549127;-34,64000163;;;;;;;;;;;
-58,5006797;-34,67346682;;;;;;;;;;;
-58,4755101;-34,6549003;;;;;;;;;;;
-58,46071596;-34,64292199;;;;;;;;;;;
-58,4568392;-34,64111409;;;;;;;;;;;
-58,4720446;-34,65174051;;;;;;;;;;;
-59,5664619;-35,52590366;;;;;;;;;;;
-58,48783519;-34,67787376;;;;;;;;;;;
-58,43374859;-34,66183132;;;;;;;;;;;
-58,41984924;-34,65570726;;;;;;;;;;;
-58,52287104;-34,6359467;;;;;;;;;;;
-58,52406686;-34,63574646;;;;;;;;;;;
-58,43492434;-34,64623529;;;;;;;;;;;
-58,43492434;-34,64623529;;;;;;;;;;;
-58,43041734;-34,64507274;;;;;;;;;;;
-58,48003734;-34,68148509;;;;;;;;;;;
-58,43210891;-34,64516213;;;;;;;;;;;
-58,47329487;-34,67552835;;;;;;;;;;;
-58,47533479;-34,67722345;;;;;;;;;;;
-58,41847505;-34,61102132;;;;;;;;;;;
-58,45671023;-34,62666605;;;;;;;;;;;
-58,45403183;-34,62563002;;;;;;;;;;;
-58,4364582;-34,61829979;;;;;;;;;;;
-58,42925419;-34,61510479;;;;;;;;;;;
-58,48764805;-34,63521452;;;;;;;;;;;
-58,46830354;-34,63036264;;;;;;;;;;;
-58,52121475;-34,6389314;;;;;;;;;;;
-58,46963952;-34,63070603;;;;;;;;;;;
-58,47565452;-34,63231566;;;;;;;;;;;
-58,48036831;-34,63345517;;;;;;;;;;;
-58,47784394;-34,632845;;;;;;;;;;;
-58,44280031;-34,62129043;;;;;;;;;;;
-58,45885438;-34,6275477;;;;;;;;;;;
-58,43286252;-34,61670365;;;;;;;;;;;
-58,43286252;-34,61670365;;;;;;;;;;;
-58,52509812;-34,63904922;;;;;;;;;;;
-58,42101144;-34,61147948;;;;;;;;;;;
-58,41971993;-34,6111224;;;;;;;;;;;
-58,52372743;-34,63893096;;;;;;;;;;;
-58,46690956;-34,6300086;;;;;;;;;;;
-58,44110156;-34,620824;;;;;;;;;;;
-58,48327598;-34,63415798;;;;;;;;;;;
-58,47674833;-34,63258012;;;;;;;;;;;
-58,43136076;-34,61603804;;;;;;;;;;;
-58,44439312;-34,62191494;;;;;;;;;;;
-58,47893009;-34,63310755;;;;;;;;;;;
-58,45985777;-34,62795457;;;;;;;;;;;
-58,43473827;-34,61753622;;;;;;;;;;;
-58,48543533;-34,63467979;;;;;;;;;;;
-58,43774788;-34,61887233;;;;;;;;;;;
-58,44726469;-34,62298499;;;;;;;;;;;
-58,45066537;-34,62431942;;;;;;;;;;;
-58,42610528;-34,61371195;;;;;;;;;;;
-58,47237798;-34,63146129;;;;;;;;;;;
-58,45783848;-34,62712998;;;;;;;;;;;
-58,45198684;-34,62483561;;;;;;;;;;;
-58,48237963;-34,63394136;;;;;;;;;;;
-58,51975465;-34,63900843;;;;;;;;;;;
-58,41734209;-34,6109416;;;;;;;;;;;
-58,46120722;-34,62841468;;;;;;;;;;;
-58,42760047;-34,61437332;;;;;;;;;;;
-58,52642082;-34,6391484;;;;;;;;;;;
-58,51876802;-34,63905965;;;;;;;;;;;
-58,44940857;-34,62382653;;;;;;;;;;;
-58,46411216;-34,62925069;;;;;;;;;;;
-58,47460417;-34,63206175;;;;;;;;;;;
-58,47348353;-34,63179079;;;;;;;;;;;
-58,44864865;-34,62352827;;;;;;;;;;;
-58,45537745;-34,62615413;;;;;;;;;;;
-58,42358452;-34,61259691;;;;;;;;;;;
-58,47119303;-34,63112912;;;;;;;;;;;
-58,43087046;-34,61582073;;;;;;;;;;;
-58,46271207;-34,62884871;;;;;;;;;;;
-58,43901508;-34,61943492;;;;;;;;;;;
-58,41446939;-34,61073555;;;;;;;;;;;
-58,42494027;-34,61319665;;;;;;;;;;;
-58,46551992;-34,62965067;;;;;;;;;;;
-58,44578842;-34,62240548;;;;;;;;;;;
-58,41582559;-34,6108339;;;;;;;;;;;
-58,42240464;-34,6120749;;;;;;;;;;;
-58,41635987;-34,65082185;;;;;;;;;;;
-58,41610419;-34,64214802;;;;;;;;;;;
-58,41615297;-34,64418066;;;;;;;;;;;
-58,41648308;-34,65674637;;;;;;;;;;;
-58,41641116;-34,65472995;;;;;;;;;;;
-58,41628241;-34,64839469;;;;;;;;;;;
-58,41634431;-34,64969803;;;;;;;;;;;
-58,41616878;-34,64621378;;;;;;;;;;;
-58,4163721;-34,65201632;;;;;;;;;;;
-58,41639037;-34,6533973;;;;;;;;;;;
-58,4160803;-34,64039363;;;;;;;;;;;
-58,41610656;-34,64157633;;;;;;;;;;;
-58,48517214;-34,65283429;;;;;;;;;;;
-58,4871609;-34,65253813;;;;;;;;;;;
-58,48098836;-34,65378976;;;;;;;;;;;
-58,48885501;-34,65248782;;;;;;;;;;;
-58,41036976;-34,62477021;;;;;;;;;;;
-58,40042406;-34,62356175;;;;;;;;;;;
-58,38099833;-34,62214954;;;;;;;;;;;
-58,41610139;-34,62543624;;;;;;;;;;;
-58,40217316;-34,62377926;;;;;;;;;;;
-58,42024994;-34,62604179;;;;;;;;;;;
-58,41882728;-34,62583163;;;;;;;;;;;
-58,40401879;-34,62400658;;;;;;;;;;;
-58,41768376;-34,62566276;;;;;;;;;;;
-58,40581511;-34,62422765;;;;;;;;;;;
-58,40887794;-34,62459956;;;;;;;;;;;
-58,42414053;-34,62661402;;;;;;;;;;;
-58,40708125;-34,62438895;;;;;;;;;;;
-58,39927829;-34,62341721;;;;;;;;;;;
-58,41469294;-34,62526646;;;;;;;;;;;
-58,42556323;-34,62682377;;;;;;;;;;;
-58,39782878;-34,62323298;;;;;;;;;;;
-58,42151733;-34,62622885;;;;;;;;;;;
-58,40128651;-34,62366782;;;;;;;;;;;
-58,41209644;-34,62496807;;;;;;;;;;;
-58,422844;-34,62642522;;;;;;;;;;;
-58,41357447;-34,62513966;;;;;;;;;;;
-58,46891239;-34,60185999;;;;;;;;;;;
-58,49471483;-34,59694755;;;;;;;;;;;
-58,50179167;-34,59510078;;;;;;;;;;;
-58,478831;-34,59967065;;;;;;;;;;;
-58,46494603;-34,60284266;;;;;;;;;;;
-58,49714837;-34,59679936;;;;;;;;;;;
-58,5110326;-34,59168189;;;;;;;;;;;
-58,45847448;-34,60449134;;;;;;;;;;;
-58,492908;-34,5970673;;;;;;;;;;;
-58,48779763;-34,59741612;;;;;;;;;;;
-58,46210892;-34,60356212;;;;;;;;;;;
-58,51243215;-34,5912583;;;;;;;;;;;
-58,47974695;-34,59927602;;;;;;;;;;;
-58,44929087;-34,60685707;;;;;;;;;;;
-58,50904826;-34,59240175;;;;;;;;;;;
-58,45295959;-34,60592256;;;;;;;;;;;
-58,49963279;-34,59590321;;;;;;;;;;;
-58,45580402;-34,6051829;;;;;;;;;;;
-58,48077989;-34,59883094;;;;;;;;;;;
-58,45656392;-34,60498576;;;;;;;;;;;
-58,45201587;-34,60616671;;;;;;;;;;;
-58,48648633;-34,59751102;;;;;;;;;;;
-58,51387835;-34,59082827;;;;;;;;;;;
-58,50625659;-34,59344123;;;;;;;;;;;
-58,50739212;-34,59301857;;;;;;;;;;;
-58,5166658;-34,58999559;;;;;;;;;;;
-58,46608293;-34,60255919;;;;;;;;;;;
-58,51537091;-34,59035925;;;;;;;;;;;
-58,45073961;-34,60649349;;;;;;;;;;;
-58,46733419;-34,60224915;;;;;;;;;;;
-58,49838377;-34,59636753;;;;;;;;;;;
-58,46146981;-34,60372493;;;;;;;;;;;
-58,48328709;-34,59779522;;;;;;;;;;;
-58,50280251;-34,59465014;;;;;;;;;;;
-58,50512173;-34,59386304;;;;;;;;;;;
-58,4885438;-34,59736378;;;;;;;;;;;
-59,56646211;-35,52590293;;;;;;;;;;;
-58,47220945;-34,60111373;;;;;;;;;;;
-58,49121672;-34,59718073;;;;;;;;;;;
-58,45400254;-34,60565123;;;;;;;;;;;
-58,45762126;-34,64571205;;;;;;;;;;;
-58,46313589;-34,64114743;;;;;;;;;;;
-58,46591476;-34,63910604;;;;;;;;;;;
-58,44048105;-34,659465;;;;;;;;;;;
-58,46796316;-34,63445735;;;;;;;;;;;
-58,46899119;-34,63215432;;;;;;;;;;;
-58,4665027;-34,63776735;;;;;;;;;;;
-58,46699053;-34,63665648;;;;;;;;;;;
-58,45856008;-34,64484582;;;;;;;;;;;
-58,42075373;-34,58186272;;;;;;;;;;;
-58,42917818;-34,5937186;;;;;;;;;;;
-58,49604381;-34,62307862;;;;;;;;;;;
-58,48808246;-34,62940374;;;;;;;;;;;
-58,49420037;-34,62453961;;;;;;;;;;;
-58,50036006;-34,61965967;;;;;;;;;;;
-58,49281591;-34,62563962;;;;;;;;;;;
-58,49712016;-34,6222255;;;;;;;;;;;
-58,51028621;-34,60923055;;;;;;;;;;;
-58,37959164;-34,64198913;;;;;;;;;;;
-58,46219326;-34,60840641;;;;;;;;;;;
-58,46107521;-34,61066544;;;;;;;;;;;
-58,46055305;-34,61172038;;;;;;;;;;;
-58,45122044;-34,64563877;;;;;;;;;;;
-58,46179797;-34,63653653;;;;;;;;;;;
-58,44921821;-34,6472492;;;;;;;;;;;
-58,43536795;-34,65843203;;;;;;;;;;;
-58,45954693;-34,63861474;;;;;;;;;;;
-58,45535903;-34,64248028;;;;;;;;;;;
-58,38128058;-34,61424463;;;;;;;;;;;
-59,56646081;-35,52590309;;;;;;;;;;;
-58,42817329;-34,63281391;;;;;;;;;;;
-58,4269357;-34,63260847;;;;;;;;;;;
-58,42942749;-34,63302208;;;;;;;;;;;
-59,56647026;-35,52591369;;;;;;;;;;;
-59,56631066;-35,52602042;;;;;;;;;;;
-59,5658585;-35,52632149;;;;;;;;;;;
-58,37888775;-34,64492148;;;;;;;;;;;
